timestamp,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0.0,0.52205819,0.61324885,0.52925003,0.6260265700000001,0.51486635,0.6260265700000001,0.5436337,0.62922108,0.50767452,0.62922108,0.56520921,0.57811022,0.50228059,0.5717213999999999,0.58678466,0.48547184,0.48430109,0.4886663,0.55262345,0.55255482,0.50228059,0.5493603899999999,0.55262345,0.37047249000000004,0.51306844,0.37686151,0.55262345,0.22033453000000003,0.49868479,0.26505654999999995,0.57240093,0.08297443000000004,0.51306844,0.17561263000000005
0.1001,0.51660532,0.61244705,0.52377218,0.62836376,0.50943846,0.62836376,0.53810591,0.62836376,0.50227159,0.62836376,0.55781472,0.58061376,0.50047994,0.57106379,0.57573187,0.48829722,0.48256272,0.48829722,0.53810591,0.53923047,0.49689645,0.54559717,0.54706448,0.37369722000000005,0.50943846,0.38006388999999996,0.55243957,0.22089731999999995,0.49331301,0.26864725,0.57394016,0.08083068999999998,0.50406331,0.17951399
0.2002,0.50850809,0.60537884,0.51559401,0.61796832,0.50142229,0.61796832,0.53153718,0.62111565,0.49610782,0.62111565,0.54925191,0.56761047,0.49610782,0.56446308,0.56696665,0.47633684,0.47839308,0.48577893000000005,0.52799422,0.50781047,0.49079341,0.53928417,0.54216599,0.36932628999999995,0.50496519,0.37876849999999995,0.54748046,0.22769487,0.49079341,0.26231599000000005,0.57228106,0.08291590000000004,0.50142229,0.17733705
0.3003,0.49917468,0.5989655,0.50793213,0.61141294,0.49567169,0.61452481,0.52544701,0.61141294,0.4904173,0.61452481,0.54121041,0.55851132,0.4904173,0.55539954,0.56047672,0.47449112000000004,0.46939945,0.48382676,0.52895004,0.48382676,0.48165983,0.54295206,0.53245294,0.36868793,0.49567169,0.37179983000000005,0.53945887,0.22554242999999996,0.48691431,0.26288468,0.57098562,0.08550888000000001,0.50267768,0.17264091999999998
0.4004,0.49690962,0.60839373,0.50549722,0.62059972,0.49175715,0.62059972,0.52095479,0.62059972,0.4866046,0.62059972,0.53812987,0.56872422,0.48488706,0.56262127,0.55874002,0.48938530999999996,0.46255946,0.49853974999999995,0.52782482,0.50464278,0.47801703,0.55346677,0.52954233,0.37953138,0.49175715,0.37953138,0.53641236,0.23611104000000005,0.4866046,0.25136840000000005,0.56561017,0.09574210999999999,0.5020622,0.17508100999999998
0.5005,0.49879304,0.61488193,0.50566471,0.63014323,0.49363917,0.62709096,0.52112621,0.63014323,0.48676738,0.62709096,0.53830564,0.58130708,0.4833315,0.57215035,0.55548507,0.49584383,0.46443421,0.50194839,0.52799803,0.53857544,0.47645968,0.55688906,0.53143382,0.39206702000000004,0.49363917,0.39206702000000004,0.54002351,0.24861085000000005,0.49020329,0.26081984999999996,0.56063884,0.11125921999999999,0.50051087,0.17230445000000005
0.6006,0.49948248,0.61413914,0.5080409,0.6293448500000001,0.49434742,0.6263037,0.52344596,0.6263037,0.48921242,0.6263037,0.54056287,0.5806865999999999,0.48407736,0.57156321,0.55425632,0.49249357000000005,0.46867228,0.49553466,0.52686936,0.54115176,0.480654,0.54723409,0.53200448,0.39517718999999996,0.49263573,0.39517718999999996,0.54227453,0.25528472999999996,0.49434742,0.26744937999999996,0.55939138,0.11235112000000003,0.50119412,0.17317402000000004
0.7007,0.50487196,0.61117014,0.51180905,0.62349543,0.49793482,0.62349543,0.52568334,0.62349543,0.49273196,0.62349543,0.54302621,0.57111329,0.48232618,0.57111329,0.55690056,0.48483688,0.47018623,0.48483688,0.53088623,0.52181253,0.48579478,0.5310563699999999,0.53608912,0.38623524,0.4962005,0.38623524,0.54476053,0.24141418999999997,0.49273196,0.26298338,0.56210339,0.09967428,0.50140339,0.17362559
0.8008,0.50778526,0.6085889600000001,0.51481223,0.62107369,0.50251508,0.62107369,0.52886605,0.62107369,0.49548817,0.62419483,0.54819006,0.5711348700000001,0.48670453,0.56801367,0.56400061,0.483742,0.47265068,0.483742,0.5358929,0.52743843,0.48670453,0.53368086,0.53940642,0.38074332,0.49900159,0.38386445999999996,0.54819006,0.23404813000000002,0.49197474,0.26213861000000005,0.56400061,0.09359521000000004,0.50075835,0.17474568000000001
0.9009,0.50941265,0.6146045600000001,0.51647484,0.62715188,0.50411606,0.62715188,0.53059912,0.62715188,0.49705392,0.63028869,0.55002004,0.57696262,0.48822623,0.57382581,0.56414437,0.48599464000000003,0.47410187,0.48599464000000003,0.53766131,0.54873118,0.48822623,0.53932068,0.5394268,0.3793425,0.49881941,0.38247937,0.54825443,0.22877484999999997,0.48999175,0.26327990999999995,0.56414437,0.09075445000000004,0.50058496,0.17544877999999997
