timestamp,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0.0,0.47820622,0.59464332,0.48347646,0.60712805,0.472936,0.60712805,0.49753028,0.61649153,0.46942258,0.61337039,0.51861107,0.56655273,0.47117931,0.56031036,0.54144853,0.49164438,0.45009857,0.49476558000000004,0.50982738,0.49788678,0.45888218,0.5447044400000001,0.51685435,0.38552432999999997,0.48347646,0.38552432999999997,0.51685435,0.24195003999999998,0.47820622,0.25755589999999995,0.53793514,0.08276974999999998,0.50280052,0.17952645
0.1001,0.47963175,0.60273913,0.48656091,0.61505014,0.47443494,0.61505014,0.50041914,0.62428331,0.4692381,0.62120551,0.51947427,0.57503951,0.47097033,0.56580633,0.54545838,0.50117385,0.45018306,0.50117385,0.51254511,0.5042516,0.45884448,0.5442621999999999,0.51947427,0.39345312,0.48656091,0.39345312,0.51774198,0.25495493,0.48309636,0.26111054,0.54199392,0.09799051000000003,0.50041914,0.18416714999999995
0.2002,0.48408884,0.6097953899999999,0.48926824,0.62206501,0.47718304,0.62206501,0.50308001,0.6312671599999999,0.4720037,0.62513241,0.52379751,0.58218876,0.4720037,0.57298657,0.54796797,0.5024363700000001,0.45473903,0.49936897,0.5168916,0.52084079,0.46682429,0.55458221,0.52034461,0.40121216000000004,0.48754182,0.40121216000000004,0.52034461,0.25704432,0.48754182,0.26931399,0.54451507,0.10367428999999995,0.50308001,0.18342674000000003
0.3003,0.48795766,0.61249515,0.49316484,0.62483054,0.48101479,0.62483054,0.50878626,0.6309982199999999,0.47580767,0.62483054,0.5278793,0.57857281,0.47580767,0.5724051299999999,0.54523653,0.49839276,0.45845041,0.49839276,0.51399356,0.54156658,0.47060052,0.54773432,0.52267212,0.39662564,0.4896934,0.39662564,0.52267212,0.25168467000000005,0.4896934,0.27018791,0.54697222,0.10057603999999998,0.50184345,0.18075615
0.4004,0.49283195,0.60975349,0.49974656,0.6220384800000001,0.48591751,0.6220384800000001,0.51357543,0.6251097299999999,0.47900304,0.6220384800000001,0.53259027,0.5759699,0.48073164,0.56675622,0.54296196,0.49611788999999995,0.46517405,0.48997533000000004,0.51357543,0.5575425,0.47381711,0.5391151000000001,0.52567583,0.39169586,0.49283195,0.39169586,0.52394712,0.24734776999999997,0.48937473,0.26884639,0.5481478,0.09992844000000001,0.50320375,0.17670929000000002
0.5005,0.49401242,0.60935581,0.50092578,0.62470955,0.48882738,0.62163877,0.51648092,0.62470955,0.48191395,0.62163877,0.53376436,0.57864833,0.48364234,0.56636536,0.54067779,0.49880892,0.46635884,0.49266738,0.51302421,0.5602238500000001,0.47500062,0.54794082,0.53030765,0.39133269000000004,0.4957408,0.39133269000000004,0.52512264,0.24393684000000004,0.48882738,0.27157354,0.54931951,0.09961164,0.50265419,0.17945122999999996
0.6006,0.49394941,0.61156052,0.50088549,0.6269643899999999,0.48874745,0.62388361,0.51649141,0.6300452400000001,0.48181146,0.62388361,0.53383142,0.57767189,0.48354545,0.5715103100000001,0.54076731,0.49757153,0.46793947,0.50065222,0.50955546,0.5530256,0.47487545,0.5561063900000001,0.53036338,0.38974398,0.49741745,0.39282477000000005,0.5268954,0.24494713999999995,0.49048147,0.27267414,0.54943734,0.09706937999999998,0.50261939,0.18025064000000002
0.7007,0.49340311,0.61191902,0.50035709,0.6273630299999999,0.48644906,0.62427419,0.51600373,0.6273630299999999,0.48123354,0.62427419,0.53338873,0.57485342,0.48297206,0.57176453,0.54034281,0.49145561000000004,0.46558696,0.5007220800000001,0.5107882,0.54705417,0.47254094,0.56249818,0.52991176,0.38952506,0.49688014,0.39261383000000005,0.52817327,0.24435121000000004,0.49166456,0.27523929,0.54903537,0.09917748000000004,0.5020957,0.17639755999999995
0.8008,0.49026054,0.61131716,0.49721092,0.62675276,0.48504791,0.62366566,0.51284897,0.62675276,0.47809762,0.62366566,0.53196222,0.57118446,0.47983518,0.57118446,0.54065007,0.48783189000000005,0.4641971,0.50018048,0.51284897,0.53413886,0.47114736,0.55883589,0.52674949,0.38904375,0.49373573,0.39213085000000003,0.52501196,0.24703580000000003,0.49026054,0.27173293,0.54760033,0.10194068999999994,0.50068605,0.17603183
0.9009,0.48950657,0.61335516,0.49647659,0.6288348699999999,0.48427898,0.62573892,0.51215941,0.6288348699999999,0.47730893,0.62573892,0.52958465,0.57620397,0.47730893,0.57310805,0.53829718,0.48951775,0.4616262,0.50499746,0.50867426,0.54834056,0.47033882,0.56072426,0.52435696,0.39044785000000004,0.48950657,0.39044785000000004,0.52609956,0.24493891,0.48776403,0.27280223000000003,0.54700983,0.09942985000000004,0.49996167,0.1737324
