timestamp,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y
0.0,0.55385453,0.7275459200000001,0.5655064,0.7606756100000001,0.53521156,0.75653435,0.58414942,0.76481679,0.50491661,0.75653435,0.59813172,0.6364393500000001,0.46996108,0.62401575,0.6540606,0.44180255999999996,0.44432694,0.41695529,0.6214354,0.6033096600000001,0.49792558,0.5784624199999999,0.58881015,0.19333005000000003,0.4886041,0.18918884000000002
0.1001,0.54792231,0.73358521,0.56206346,0.77127954,0.52906746,0.76709127,0.57856137,0.77546781,0.50078535,0.76709127,0.59505934,0.6456317899999999,0.46543252,0.64144355,0.65869421,0.47391324999999995,0.43715036,0.43203062000000003,0.61391395,0.6498200599999999,0.49607155,0.59956101,0.58563191,0.19748825000000003,0.48428729,0.19748825000000003
0.2002,0.5393191,0.7363694599999999,0.55342287,0.76560976,0.52051413,0.76560976,0.57222772,0.76978689,0.49230671,0.76560976,0.58633143,0.64447141,0.4570474,0.64447141,0.64979815,0.47738409000000004,0.42884001,0.43978934999999997,0.60513645,0.65700293,0.48995608,0.6194083100000001,0.57692903,0.20168989999999998,0.478203,0.19751269000000005
0.3003,0.52750444,0.73114792,0.5438441,0.76018454,0.51116467,0.76018454,0.56251812,0.76433262,0.48081949,0.76018454,0.58119208,0.63988993,0.44814,0.6357418,0.63254553,0.44907772999999995,0.420129,0.44078153,0.58819491,0.6315937,0.47615096,0.62744564,0.56952095,0.18359994999999996,0.46681401,0.18359994999999996
0.4004,0.51924837,0.7294468599999999,0.53336626,0.75871658,0.50277746,0.75871658,0.55219007,0.75871658,0.47218868,0.75871658,0.573367,0.6249122,0.43689397,0.6332750300000001,0.61336768,0.42420578,0.41336414,0.44093132,0.58042592,0.5830984100000001,0.46748275,0.6332750300000001,0.55924904,0.18586676999999996,0.45571783,0.18168551
0.5005,0.51779217,0.73099995,0.53438085,0.76047903,0.50120342,0.76047903,0.55096954,0.76047903,0.47039583,0.76469031,0.56755829,0.62992877,0.43247876,0.63835138,0.60547531,0.42357515999999995,0.40878063,0.44042039,0.57703757,0.58360448,0.47039583,0.62571746,0.55096954,0.20458770000000004,0.45143732,0.20037638999999996
0.6006,0.52147752,0.7244933499999999,0.53560364,0.7579638200000001,0.50264281,0.7579638200000001,0.55208397,0.7579638200000001,0.47203627,0.76214764,0.56385577,0.6282657700000001,0.43436673,0.6366334300000001,0.60623395,0.42325919999999995,0.41082332,0.4316268,0.57798183,0.59061152,0.47203627,0.61989817,0.55443841,0.18896597999999998,0.45084715,0.18478214999999998
0.7007,0.52300203,0.72117606,0.53707522,0.75452115,0.50423789,0.75452115,0.55349392,0.75868925,0.47374603,0.75868925,0.56991267,0.62114081,0.43621764,0.62947708,0.60978657,0.42107028,0.41510788,0.42107028,0.58164024,0.58362761,0.47140047,0.60863638,0.55583948,0.19182301000000002,0.4549818,0.1834867
0.8008,0.53323781,0.72771695,0.54507118,0.7613626,0.5143044,0.75715691,0.56163782,0.76556832,0.48353764,0.7613626,0.57583791,0.62677982,0.44330424,0.6351912900000001,0.61370468,0.42490572000000004,0.41490418,0.42070001,0.5829379,0.58472273,0.47643763,0.60575131,0.55690449,0.20200306,0.45750427,0.19779736000000003
0.9009,0.54705578,0.72159877,0.55864209,0.75454246,0.52620012,0.75454246,0.57486314,0.7586604100000001,0.49375802,0.7504245,0.581815,0.62276778,0.45436415,0.63512167,0.61889172,0.42510587,0.41960475,0.42510587,0.59108424,0.59394211,0.48680618,0.59394211,0.55864209,0.20685416,0.46131599,0.19861823
1.001,0.55451977,0.71136332,0.56817001,0.74370658,0.53631932,0.73966372,0.58409542,0.74370658,0.50446832,0.73562083,0.59092069,0.6143333,0.46579227,0.62241912,0.62959683,0.41623044,0.43166631,0.40814459000000003,0.600021,0.58198997,0.49764314,0.5739041300000001,0.56361997,0.19791281000000005,0.46579227,0.19387001000000004
1.1011,0.5575214,0.70109266,0.56884843,0.73732457,0.53713262,0.73329884,0.58697182,0.74135038,0.50541681,0.72927305,0.59829879,0.6085,0.46690479,0.61252573,0.63228005,0.40721136,0.43518895,0.39513409,0.60056424,0.57226804,0.50315142,0.54408762,0.56205219,0.19384568999999996,0.46463934,0.19384568999999996
1.2012,0.55053806,0.68667614,0.56387562,0.72222856,0.53053176,0.71827829,0.58165908,0.7261788,0.49941075,0.71827829,0.59721959,0.5958199200000001,0.45939806,0.59977022,0.63056344,0.38645566,0.42605415,0.37460488000000003,0.60166544,0.53261563,0.4949649,0.5128643500000001,0.55720693,0.18894230999999995,0.45717511,0.19289248999999997
1.3013,0.53436691,0.67469415,0.54758257,0.70992166,0.51454341,0.70992166,0.56740606,0.71774995,0.48370683,0.70992166,0.58722955,0.58858252,0.44846508,0.5924966899999999,0.61806601,0.36547518,0.41542596,0.36547518,0.59383744,0.50247091,0.4793016,0.51812762,0.55198777,0.17759532,0.45066771,0.18150944000000002
1.4014,0.52208787,0.69118103,0.53794008,0.72337574,0.50397104,0.72337574,0.55605704,0.7314243899999999,0.47453117,0.72740006,0.57870299,0.60264567,0.43603286,0.61471874,0.60814291,0.38935608,0.40659297,0.39338039999999996,0.57417375,0.55837804,0.47000197,0.56642669,0.5402047,0.2002123,0.4405621,0.19618802999999996
1.5015,0.52026933,0.7058079500000001,0.53404158,0.7384401,0.50190634,0.73436111,0.55240464,0.74251914,0.47206628,0.7384401,0.57306314,0.61606944,0.43304482,0.62830648,0.60978919,0.41619712,0.3963187,0.41619712,0.57076776,0.59975329,0.46518019,0.59975329,0.53633708,0.19592988,0.4353402,0.19592988
1.6016,0.52089316,0.69533771,0.53456956,0.72774261,0.50265801,0.72774261,0.55280465,0.73179325,0.47074643,0.72774261,0.56876045,0.6062241500000001,0.43199673,0.61837602,0.60978955,0.40774398999999995,0.39780572,0.39964277000000004,0.57331926,0.5859710899999999,0.46390826,0.56976861,0.53684896,0.18901080000000003,0.43655547,0.18901080000000003
1.7017,0.52144128,0.67982575,0.53484887,0.71556491,0.50132984,0.71556491,0.55272567,0.71953592,0.47004551,0.71556491,0.57060236,0.59246358,0.43205732,0.5964345600000001,0.61082524,0.38597101,0.40077296,0.36611598999999995,0.57730621,0.54878247,0.46557632,0.5209854199999999,0.5415526,0.17550754999999996,0.44099575,0.17153655999999995
1.8018,0.52805287,0.68386659,0.54164326,0.7200930400000001,0.50766718,0.7200930400000001,0.55749875,0.7200930400000001,0.47369111,0.7200930400000001,0.56429398,0.59933817,0.4329198,0.60336331,0.61639059,0.40210526999999996,0.3853533,0.37392914,0.58241457,0.56311172,0.46689591,0.5107846300000001,0.53258294,0.18072127999999998,0.43744999,0.18072127999999998
1.9019,0.53775841,0.69022942,0.54925251,0.72291043,0.51706904,0.72291043,0.56304544,0.72699553,0.4779892,0.72291043,0.56074655,0.60444179,0.43890938,0.62486747,0.6205157,0.42061126000000004,0.38143903,0.45329231000000003,0.59063119,0.5799310799999999,0.48718446,0.58810133,0.51936787,0.18775916000000004,0.42741534,0.18775916000000004
2.002,0.53866857,0.65498945,0.54984081,0.68675563,0.51632386,0.68278483,0.5610131,0.69469717,0.47386912,0.68278483,0.55430973,0.56366184,0.44258669,0.5993987599999999,0.61240572,0.38894808000000003,0.44035217,0.5517495299999999,0.59229559,0.5517495299999999,0.47386912,0.5795448999999999,0.50738609,0.14276051999999995,0.41577306,0.13084823
2.1021,0.53807539,0.64507216,0.5492509,0.6808191800000001,0.51795948,0.67684734,0.56266147,0.6808191800000001,0.47549275,0.67684734,0.55595618,0.55769053,0.43973115,0.58549377,0.60289317,0.355124,0.39726439,0.43058997,0.58724755,0.50605598,0.47549275,0.52591535,0.50454903,0.13666986999999997,0.40843982,0.13269805999999995
2.2022,0.53512853,0.66764075,0.54879946,0.70408189,0.51462203,0.70003289,0.56019193,0.70813093,0.47588769,0.69598386,0.55791348,0.5785625,0.43715328,0.59880754,0.60804027,0.37611192000000004,0.37335551,0.39635688,0.59436929,0.52997434,0.45310274,0.53807238,0.51234359,0.15341610000000006,0.42120382,0.14936715
2.3023,0.53197908,0.6898815899999999,0.54567397,0.7223304500000001,0.51371926,0.7223304500000001,0.55936891,0.73044267,0.47263446,0.72638658,0.55936891,0.6128155900000001,0.43154973,0.6128155900000001,0.61643106,0.41406631000000005,0.38361752,0.40189797000000005,0.59360617,0.5803667,0.45437461,0.5844228,0.52741414,0.17881208999999998,0.43383223,0.17475611000000002
2.4024,0.53034991,0.70112905,0.54413533,0.7297097100000001,0.51196915,0.7297097100000001,0.55792105,0.73787555,0.47520772,0.73787555,0.56021851,0.61538711,0.4361487,0.61538711,0.62684876,0.44390326999999996,0.40398246,0.39899081000000003,0.59238476,0.6072211599999999,0.46371979,0.58680645,0.53724271,0.19076037,0.44763663,0.19076037
2.5025,0.52564228,0.69991267,0.53928941,0.73224837,0.50744611,0.72820637,0.55521113,0.73224837,0.47560281,0.73224837,0.55976015,0.61907351,0.43921041,0.6109896,0.63481945,0.4573952,0.42101425,0.39676583,0.59160352,0.62715739,0.47332823,0.58269587,0.54156393,0.19870984999999997,0.45058301,0.19870984999999997
2.6026,0.52339476,0.71517825,0.53489602,0.74787989,0.50269234,0.74379215,0.55329818,0.75196759,0.47278887,0.74379215,0.56019902,0.62933645,0.43828487,0.62116101,0.63150728,0.46991593,0.42218304,0.40860039000000004,0.58780223,0.6415995999999999,0.47968963,0.59663478,0.54409713,0.20012748000000002,0.45208648,0.20421517
